Temperature - (Celsius), Year, Statistics, Country, ISO3
24.8002, 1904, May Average, Bahamas, The, BHS
26.0539, 1904, Jun Average, Bahamas, The, BHS
26.8328, 1904, Jul Average, Bahamas, The, BHS
26.8388, 1904, Aug Average, Bahamas, The, BHS
26.6865, 1904, Sep Average, Bahamas, The, BHS
25.5708, 1904, Oct Average, Bahamas, The, BHS
22.0067, 1904, Nov Average, Bahamas, The, BHS
20.9157, 1904, Dec Average, Bahamas, The, BHS
18.6194, 1905, Jan Average, Bahamas, The, BHS
21.5358, 1905, Feb Average, Bahamas, The, BHS
22.8836, 1905, Mar Average, Bahamas, The, BHS
23.4197, 1905, Apr Average, Bahamas, The, BHS
26.418, 1905, May Average, Bahamas, The, BHS
27.1384, 1905, Jun Average, Bahamas, The, BHS
27.4125, 1905, Jul Average, Bahamas, The, BHS
27.5464, 1905, Aug Average, Bahamas, The, BHS
27.3859, 1905, Sep Average, Bahamas, The, BHS
26.3361, 1905, Oct Average, Bahamas, The, BHS
23.9645, 1905, Nov Average, Bahamas, The, BHS
21.8492, 1905, Dec Average, Bahamas, The, BHS
21.0171, 1906, Jan Average, Bahamas, The, BHS
20.9079, 1906, Feb Average, Bahamas, The, BHS
21.4911, 1906, Mar Average, Bahamas, The, BHS
22.9874, 1906, Apr Average, Bahamas, The, BHS
24.8561, 1906, May Average, Bahamas, The, BHS
26.5163, 1906, Jun Average, Bahamas, The, BHS
27.2499, 1906, Jul Average, Bahamas, The, BHS
26.9995, 1906, Aug Average, Bahamas, The, BHS
27.1158, 1906, Sep Average, Bahamas, The, BHS
25.4636, 1906, Oct Average, Bahamas, The, BHS
23.2455, 1906, Nov Average, Bahamas, The, BHS
20.3803, 1906, Dec Average, Bahamas, The, BHS
21.5779, 1907, Jan Average, Bahamas, The, BHS
20.2653, 1907, Feb Average, Bahamas, The, BHS
22.8523, 1907, Mar Average, Bahamas, The, BHS
22.8108, 1907, Apr Average, Bahamas, The, BHS
25.6527, 1907, May Average, Bahamas, The, BHS
26.5293, 1907, Jun Average, Bahamas, The, BHS
27.3945, 1907, Jul Average, Bahamas, The, BHS
27.3152, 1907, Aug Average, Bahamas, The, BHS
27.1623, 1907, Sep Average, Bahamas, The, BHS
25.4844, 1907, Oct Average, Bahamas, The, BHS
23.9287, 1907, Nov Average, Bahamas, The, BHS
21.7246, 1907, Dec Average, Bahamas, The, BHS
20.3885, 1908, Jan Average, Bahamas, The, BHS
19.6658, 1908, Feb Average, Bahamas, The, BHS
23.0495, 1908, Mar Average, Bahamas, The, BHS
25.3484, 1908, Apr Average, Bahamas, The, BHS
25.4345, 1908, May Average, Bahamas, The, BHS
26.3492, 1908, Jun Average, Bahamas, The, BHS
27.4401, 1908, Jul Average, Bahamas, The, BHS
27.359, 1908, Aug Average, Bahamas, The, BHS
27.0468, 1908, Sep Average, Bahamas, The, BHS
24.8744, 1908, Oct Average, Bahamas, The, BHS
23.3538, 1908, Nov Average, Bahamas, The, BHS
22.399, 1908, Dec Average, Bahamas, The, BHS
21.5381, 1909, Jan Average, Bahamas, The, BHS
21.0312, 1909, Feb Average, Bahamas, The, BHS
22.631, 1909, Mar Average, Bahamas, The, BHS
23.8146, 1909, Apr Average, Bahamas, The, BHS
25.3398, 1909, May Average, Bahamas, The, BHS
26.8959, 1909, Jun Average, Bahamas, The, BHS
27.2841, 1909, Jul Average, Bahamas, The, BHS
27.1813, 1909, Aug Average, Bahamas, The, BHS
26.783, 1909, Sep Average, Bahamas, The, BHS
25.2921, 1909, Oct Average, Bahamas, The, BHS
22.8433, 1909, Nov Average, Bahamas, The, BHS
20.151, 1909, Dec Average, Bahamas, The, BHS
19.5015, 1910, Jan Average, Bahamas, The, BHS
20.2936, 1910, Feb Average, Bahamas, The, BHS
21.0971, 1910, Mar Average, Bahamas, The, BHS
22.3562, 1910, Apr Average, Bahamas, The, BHS
24.6447, 1910, May Average, Bahamas, The, BHS
26.32, 1910, Jun Average, Bahamas, The, BHS
26.8283, 1910, Jul Average, Bahamas, The, BHS
27.1379, 1910, Aug Average, Bahamas, The, BHS
26.6725, 1910, Sep Average, Bahamas, The, BHS
25.248, 1910, Oct Average, Bahamas, The, BHS
21.5818, 1910, Nov Average, Bahamas, The, BHS
18.8121, 1910, Dec Average, Bahamas, The, BHS
21.4452, 1911, Jan Average, Bahamas, The, BHS
21.2408, 1911, Feb Average, Bahamas, The, BHS
22.0243, 1911, Mar Average, Bahamas, The, BHS
23.7294, 1911, Apr Average, Bahamas, The, BHS
24.1039, 1911, May Average, Bahamas, The, BHS
26.7532, 1911, Jun Average, Bahamas, The, BHS
26.9755, 1911, Jul Average, Bahamas, The, BHS
27.1295, 1911, Aug Average, Bahamas, The, BHS
27.1064, 1911, Sep Average, Bahamas, The, BHS
26.7186, 1911, Oct Average, Bahamas, The, BHS
24.8749, 1911, Nov Average, Bahamas, The, BHS
22.733, 1911, Dec Average, Bahamas, The, BHS
21.5648, 1912, Jan Average, Bahamas, The, BHS
19.2438, 1912, Feb Average, Bahamas, The, BHS
23.5812, 1912, Mar Average, Bahamas, The, BHS
25.0415, 1912, Apr Average, Bahamas, The, BHS
25.8912, 1912, May Average, Bahamas, The, BHS
26.5791, 1912, Jun Average, Bahamas, The, BHS
27.4211, 1912, Jul Average, Bahamas, The, BHS
27.6861, 1912, Aug Average, Bahamas, The, BHS
27.3989, 1912, Sep Average, Bahamas, The, BHS
26.3414, 1912, Oct Average, Bahamas, The, BHS
23.164, 1912, Nov Average, Bahamas, The, BHS
23.2136, 1912, Dec Average, Bahamas, The, BHS
22.9895, 1913, Jan Average, Bahamas, The, BHS
22.4581, 1913, Feb Average, Bahamas, The, BHS
24.2047, 1913, Mar Average, Bahamas, The, BHS
22.6612, 1913, Apr Average, Bahamas, The, BHS
24.2865, 1913, May Average, Bahamas, The, BHS
25.7445, 1913, Jun Average, Bahamas, The, BHS
27.2215, 1913, Jul Average, Bahamas, The, BHS
27.098, 1913, Aug Average, Bahamas, The, BHS
26.7278, 1913, Sep Average, Bahamas, The, BHS
25.0049, 1913, Oct Average, Bahamas, The, BHS
22.9558, 1913, Nov Average, Bahamas, The, BHS
21.3282, 1913, Dec Average, Bahamas, The, BHS
19.8326, 1914, Jan Average, Bahamas, The, BHS
21.1293, 1914, Feb Average, Bahamas, The, BHS
19.8087, 1914, Mar Average, Bahamas, The, BHS
23.7935, 1914, Apr Average, Bahamas, The, BHS
24.7278, 1914, May Average, Bahamas, The, BHS
26.8523, 1914, Jun Average, Bahamas, The, BHS
27.3704, 1914, Jul Average, Bahamas, The, BHS
27.7446, 1914, Aug Average, Bahamas, The, BHS
26.756, 1914, Sep Average, Bahamas, The, BHS
25.592, 1914, Oct Average, Bahamas, The, BHS
22.8673, 1914, Nov Average, Bahamas, The, BHS
22.2107, 1914, Dec Average, Bahamas, The, BHS
20.9801, 1915, Jan Average, Bahamas, The, BHS
20.3035, 1915, Feb Average, Bahamas, The, BHS
19.2018, 1915, Mar Average, Bahamas, The, BHS
21.582, 1915, Apr Average, Bahamas, The, BHS
25.7321, 1915, May Average, Bahamas, The, BHS
26.89, 1915, Jun Average, Bahamas, The, BHS
27.7877, 1915, Jul Average, Bahamas, The, BHS
27.9743, 1915, Aug Average, Bahamas, The, BHS
27.5261, 1915, Sep Average, Bahamas, The, BHS
26.481, 1915, Oct Average, Bahamas, The, BHS
23.8311, 1915, Nov Average, Bahamas, The, BHS
20.4081, 1915, Dec Average, Bahamas, The, BHS
22.744, 1916, Jan Average, Bahamas, The, BHS
20.6125, 1916, Feb Average, Bahamas, The, BHS
20.2369, 1916, Mar Average, Bahamas, The, BHS
22.2977, 1916, Apr Average, Bahamas, The, BHS
25.0038, 1916, May Average, Bahamas, The, BHS
26.6791, 1916, Jun Average, Bahamas, The, BHS
27.111, 1916, Jul Average, Bahamas, The, BHS
27.0786, 1916, Aug Average, Bahamas, The, BHS
26.7263, 1916, Sep Average, Bahamas, The, BHS
25.4998, 1916, Oct Average, Bahamas, The, BHS
23.2848, 1916, Nov Average, Bahamas, The, BHS
21.4648, 1916, Dec Average, Bahamas, The, BHS
21.8716, 1917, Jan Average, Bahamas, The, BHS
20.1667, 1917, Feb Average, Bahamas, The, BHS
22.8342, 1917, Mar Average, Bahamas, The, BHS
22.8024, 1917, Apr Average, Bahamas, The, BHS
24.3635, 1917, May Average, Bahamas, The, BHS
26.2573, 1917, Jun Average, Bahamas, The, BHS
27.1996, 1917, Jul Average, Bahamas, The, BHS
27.4589, 1917, Aug Average, Bahamas, The, BHS
26.8824, 1917, Sep Average, Bahamas, The, BHS
25.7106, 1917, Oct Average, Bahamas, The, BHS
21.125, 1917, Nov Average, Bahamas, The, BHS
19.5985, 1917, Dec Average, Bahamas, The, BHS
18.7692, 1918, Jan Average, Bahamas, The, BHS
22.1512, 1918, Feb Average, Bahamas, The, BHS
23.0221, 1918, Mar Average, Bahamas, The, BHS
23.3439, 1918, Apr Average, Bahamas, The, BHS
24.3947, 1918, May Average, Bahamas, The, BHS
26.4735, 1918, Jun Average, Bahamas, The, BHS
27.0443, 1918, Jul Average, Bahamas, The, BHS
27.4451, 1918, Aug Average, Bahamas, The, BHS
26.5635, 1918, Sep Average, Bahamas, The, BHS
26.4111, 1918, Oct Average, Bahamas, The, BHS
23.435, 1918, Nov Average, Bahamas, The, BHS
21.6563, 1918, Dec Average, Bahamas, The, BHS
20.2597, 1919, Jan Average, Bahamas, The, BHS
20.9935, 1919, Feb Average, Bahamas, The, BHS
22.7708, 1919, Mar Average, Bahamas, The, BHS
22.8142, 1919, Apr Average, Bahamas, The, BHS
25.1588, 1919, May Average, Bahamas, The, BHS
26.4272, 1919, Jun Average, Bahamas, The, BHS
27.2601, 1919, Jul Average, Bahamas, The, BHS
27.8966, 1919, Aug Average, Bahamas, The, BHS
27.1852, 1919, Sep Average, Bahamas, The, BHS
26.8853, 1919, Oct Average, Bahamas, The, BHS
23.7134, 1919, Nov Average, Bahamas, The, BHS
21.5176, 1919, Dec Average, Bahamas, The, BHS
21.0948, 1920, Jan Average, Bahamas, The, BHS
19.6188, 1920, Feb Average, Bahamas, The, BHS
21.3689, 1920, Mar Average, Bahamas, The, BHS
24.2839, 1920, Apr Average, Bahamas, The, BHS
25.1594, 1920, May Average, Bahamas, The, BHS
26.8549, 1920, Jun Average, Bahamas, The, BHS
27.3596, 1920, Jul Average, Bahamas, The, BHS
27.1734, 1920, Aug Average, Bahamas, The, BHS
27.1372, 1920, Sep Average, Bahamas, The, BHS
24.8988, 1920, Oct Average, Bahamas, The, BHS
23.3565, 1920, Nov Average, Bahamas, The, BHS
21.7365, 1920, Dec Average, Bahamas, The, BHS
20.4184, 1921, Jan Average, Bahamas, The, BHS
21.3744, 1921, Feb Average, Bahamas, The, BHS
23.103, 1921, Mar Average, Bahamas, The, BHS
23.9927, 1921, Apr Average, Bahamas, The, BHS
24.5891, 1921, May Average, Bahamas, The, BHS
26.9965, 1921, Jun Average, Bahamas, The, BHS
27.2201, 1921, Jul Average, Bahamas, The, BHS
27.4228, 1921, Aug Average, Bahamas, The, BHS
27.3645, 1921, Sep Average, Bahamas, The, BHS
25.5599, 1921, Oct Average, Bahamas, The, BHS
23.7996, 1921, Nov Average, Bahamas, The, BHS
22.1422, 1921, Dec Average, Bahamas, The, BHS
20.057, 1922, Jan Average, Bahamas, The, BHS
21.2884, 1922, Feb Average, Bahamas, The, BHS
22.5273, 1922, Mar Average, Bahamas, The, BHS
23.7324, 1922, Apr Average, Bahamas, The, BHS
24.638, 1922, May Average, Bahamas, The, BHS
26.7465, 1922, Jun Average, Bahamas, The, BHS
27.151, 1922, Jul Average, Bahamas, The, BHS
26.8501, 1922, Aug Average, Bahamas, The, BHS
26.8755, 1922, Sep Average, Bahamas, The, BHS
25.8862, 1922, Oct Average, Bahamas, The, BHS
23.8087, 1922, Nov Average, Bahamas, The, BHS
22.5334, 1922, Dec Average, Bahamas, The, BHS
20.8423, 1923, Jan Average, Bahamas, The, BHS
20.9592, 1923, Feb Average, Bahamas, The, BHS
22.7817, 1923, Mar Average, Bahamas, The, BHS
23.7084, 1923, Apr Average, Bahamas, The, BHS
24.7332, 1923, May Average, Bahamas, The, BHS
26.6889, 1923, Jun Average, Bahamas, The, BHS
27.0873, 1923, Jul Average, Bahamas, The, BHS
27.2055, 1923, Aug Average, Bahamas, The, BHS
27.2946, 1923, Sep Average, Bahamas, The, BHS
25.2974, 1923, Oct Average, Bahamas, The, BHS
22.153, 1923, Nov Average, Bahamas, The, BHS
22.4344, 1923, Dec Average, Bahamas, The, BHS
21.7407, 1924, Jan Average, Bahamas, The, BHS
19.8193, 1924, Feb Average, Bahamas, The, BHS
20.7821, 1924, Mar Average, Bahamas, The, BHS
24.6728, 1924, Apr Average, Bahamas, The, BHS
26.1313, 1924, May Average, Bahamas, The, BHS
27.5891, 1924, Jun Average, Bahamas, The, BHS
28.171, 1924, Jul Average, Bahamas, The, BHS
28.4919, 1924, Aug Average, Bahamas, The, BHS
27.3905, 1924, Sep Average, Bahamas, The, BHS
25.9644, 1924, Oct Average, Bahamas, The, BHS
23.3345, 1924, Nov Average, Bahamas, The, BHS
23.0511, 1924, Dec Average, Bahamas, The, BHS
22.7882, 1925, Jan Average, Bahamas, The, BHS
21.634, 1925, Feb Average, Bahamas, The, BHS
22.4748, 1925, Mar Average, Bahamas, The, BHS
23.3251, 1925, Apr Average, Bahamas, The, BHS
25.0216, 1925, May Average, Bahamas, The, BHS
26.7533, 1925, Jun Average, Bahamas, The, BHS
27.4208, 1925, Jul Average, Bahamas, The, BHS
27.6711, 1925, Aug Average, Bahamas, The, BHS
27.8453, 1925, Sep Average, Bahamas, The, BHS
26.5414, 1925, Oct Average, Bahamas, The, BHS
23.705, 1925, Nov Average, Bahamas, The, BHS
21.6786, 1925, Dec Average, Bahamas, The, BHS
20.3677, 1926, Jan Average, Bahamas, The, BHS
21.0338, 1926, Feb Average, Bahamas, The, BHS
21.6959, 1926, Mar Average, Bahamas, The, BHS
24.5038, 1926, Apr Average, Bahamas, The, BHS
25.1876, 1926, May Average, Bahamas, The, BHS
26.8547, 1926, Jun Average, Bahamas, The, BHS
27.594, 1926, Jul Average, Bahamas, The, BHS
28.1038, 1926, Aug Average, Bahamas, The, BHS
28.0206, 1926, Sep Average, Bahamas, The, BHS
26.7237, 1926, Oct Average, Bahamas, The, BHS
23.9561, 1926, Nov Average, Bahamas, The, BHS
22.8191, 1926, Dec Average, Bahamas, The, BHS
19.7674, 1927, Jan Average, Bahamas, The, BHS
22.8031, 1927, Feb Average, Bahamas, The, BHS
22.2779, 1927, Mar Average, Bahamas, The, BHS
24.4642, 1927, Apr Average, Bahamas, The, BHS
25.5362, 1927, May Average, Bahamas, The, BHS
27.765, 1927, Jun Average, Bahamas, The, BHS
27.7697, 1927, Jul Average, Bahamas, The, BHS
27.6397, 1927, Aug Average, Bahamas, The, BHS
26.7247, 1927, Sep Average, Bahamas, The, BHS
25.4524, 1927, Oct Average, Bahamas, The, BHS
23.4455, 1927, Nov Average, Bahamas, The, BHS
21.2377, 1927, Dec Average, Bahamas, The, BHS
20.029, 1928, Jan Average, Bahamas, The, BHS
22.2296, 1928, Feb Average, Bahamas, The, BHS
22.5661, 1928, Mar Average, Bahamas, The, BHS
23.5072, 1928, Apr Average, Bahamas, The, BHS
23.9891, 1928, May Average, Bahamas, The, BHS
26.7478, 1928, Jun Average, Bahamas, The, BHS
27.4756, 1928, Jul Average, Bahamas, The, BHS
27.4215, 1928, Aug Average, Bahamas, The, BHS
27.2333, 1928, Sep Average, Bahamas, The, BHS
25.9864, 1928, Oct Average, Bahamas, The, BHS
23.3422, 1928, Nov Average, Bahamas, The, BHS
21.0314, 1928, Dec Average, Bahamas, The, BHS
22.3591, 1929, Jan Average, Bahamas, The, BHS
22.8085, 1929, Feb Average, Bahamas, The, BHS
23.6491, 1929, Mar Average, Bahamas, The, BHS
24.6206, 1929, Apr Average, Bahamas, The, BHS
25.9235, 1929, May Average, Bahamas, The, BHS
26.522, 1929, Jun Average, Bahamas, The, BHS
27.0424, 1929, Jul Average, Bahamas, The, BHS
27.5185, 1929, Aug Average, Bahamas, The, BHS
27.1756, 1929, Sep Average, Bahamas, The, BHS
24.6792, 1929, Oct Average, Bahamas, The, BHS
24.7062, 1929, Nov Average, Bahamas, The, BHS
21.7076, 1929, Dec Average, Bahamas, The, BHS
22.7674, 1930, Jan Average, Bahamas, The, BHS
21.7476, 1930, Feb Average, Bahamas, The, BHS
21.5452, 1930, Mar Average, Bahamas, The, BHS
23.7909, 1930, Apr Average, Bahamas, The, BHS
25.5961, 1930, May Average, Bahamas, The, BHS
26.2104, 1930, Jun Average, Bahamas, The, BHS
27.6026, 1930, Jul Average, Bahamas, The, BHS
27.7234, 1930, Aug Average, Bahamas, The, BHS
27.6754, 1930, Sep Average, Bahamas, The, BHS
25.327, 1930, Oct Average, Bahamas, The, BHS
22.2339, 1930, Nov Average, Bahamas, The, BHS
20.1788, 1930, Dec Average, Bahamas, The, BHS
19.549, 1931, Jan Average, Bahamas, The, BHS
19.9572, 1931, Feb Average, Bahamas, The, BHS
20.0332, 1931, Mar Average, Bahamas, The, BHS
22.5709, 1931, Apr Average, Bahamas, The, BHS
24.8589, 1931, May Average, Bahamas, The, BHS
26.7787, 1931, Jun Average, Bahamas, The, BHS
28.2444, 1931, Jul Average, Bahamas, The, BHS
28.1015, 1931, Aug Average, Bahamas, The, BHS
27.4362, 1931, Sep Average, Bahamas, The, BHS
26.0946, 1931, Oct Average, Bahamas, The, BHS
23.9763, 1931, Nov Average, Bahamas, The, BHS
24.1338, 1931, Dec Average, Bahamas, The, BHS
22.5696, 1932, Jan Average, Bahamas, The, BHS
23.3369, 1932, Feb Average, Bahamas, The, BHS
21.7632, 1932, Mar Average, Bahamas, The, BHS
23.2054, 1932, Apr Average, Bahamas, The, BHS
25.513, 1932, May Average, Bahamas, The, BHS
26.8296, 1932, Jun Average, Bahamas, The, BHS
27.9095, 1932, Jul Average, Bahamas, The, BHS
27.6805, 1932, Aug Average, Bahamas, The, BHS
27.4603, 1932, Sep Average, Bahamas, The, BHS
25.5319, 1932, Oct Average, Bahamas, The, BHS
22.1678, 1932, Nov Average, Bahamas, The, BHS
22.666, 1932, Dec Average, Bahamas, The, BHS
21.554, 1933, Jan Average, Bahamas, The, BHS
22.8124, 1933, Feb Average, Bahamas, The, BHS
22.4356, 1933, Mar Average, Bahamas, The, BHS
24.2721, 1933, Apr Average, Bahamas, The, BHS
26.3217, 1933, May Average, Bahamas, The, BHS
26.5687, 1933, Jun Average, Bahamas, The, BHS
27.0803, 1933, Jul Average, Bahamas, The, BHS
27.7691, 1933, Aug Average, Bahamas, The, BHS
27.5534, 1933, Sep Average, Bahamas, The, BHS
26.29, 1933, Oct Average, Bahamas, The, BHS
22.325, 1933, Nov Average, Bahamas, The, BHS
22.4339, 1933, Dec Average, Bahamas, The, BHS
21.653, 1934, Jan Average, Bahamas, The, BHS
20.7367, 1934, Feb Average, Bahamas, The, BHS
22.3231, 1934, Mar Average, Bahamas, The, BHS
23.4114, 1934, Apr Average, Bahamas, The, BHS
25.096, 1934, May Average, Bahamas, The, BHS
26.7593, 1934, Jun Average, Bahamas, The, BHS
27.4112, 1934, Jul Average, Bahamas, The, BHS
27.5266, 1934, Aug Average, Bahamas, The, BHS
27.1329, 1934, Sep Average, Bahamas, The, BHS
26.3538, 1934, Oct Average, Bahamas, The, BHS
23.0478, 1934, Nov Average, Bahamas, The, BHS
21.0049, 1934, Dec Average, Bahamas, The, BHS
20.9842, 1935, Jan Average, Bahamas, The, BHS
20.3469, 1935, Feb Average, Bahamas, The, BHS
23.0638, 1935, Mar Average, Bahamas, The, BHS
24.3678, 1935, Apr Average, Bahamas, The, BHS
26.1945, 1935, May Average, Bahamas, The, BHS
26.5939, 1935, Jun Average, Bahamas, The, BHS
27.2078, 1935, Jul Average, Bahamas, The, BHS
27.6992, 1935, Aug Average, Bahamas, The, BHS
27.0242, 1935, Sep Average, Bahamas, The, BHS
25.9516, 1935, Oct Average, Bahamas, The, BHS
23.238, 1935, Nov Average, Bahamas, The, BHS
18.7906, 1935, Dec Average, Bahamas, The, BHS
21.6929, 1936, Jan Average, Bahamas, The, BHS
21.4873, 1936, Feb Average, Bahamas, The, BHS
21.6463, 1936, Mar Average, Bahamas, The, BHS
23.8456, 1936, Apr Average, Bahamas, The, BHS
24.9489, 1936, May Average, Bahamas, The, BHS
26.3197, 1936, Jun Average, Bahamas, The, BHS
27.6676, 1936, Jul Average, Bahamas, The, BHS
27.5359, 1936, Aug Average, Bahamas, The, BHS
27.2228, 1936, Sep Average, Bahamas, The, BHS
26.9667, 1936, Oct Average, Bahamas, The, BHS
23.5988, 1936, Nov Average, Bahamas, The, BHS
22.541, 1936, Dec Average, Bahamas, The, BHS
24.4109, 1937, Jan Average, Bahamas, The, BHS
21.786, 1937, Feb Average, Bahamas, The, BHS
22.3932, 1937, Mar Average, Bahamas, The, BHS
23.7343, 1937, Apr Average, Bahamas, The, BHS
25.0522, 1937, May Average, Bahamas, The, BHS
26.7951, 1937, Jun Average, Bahamas, The, BHS
27.3043, 1937, Jul Average, Bahamas, The, BHS
27.4408, 1937, Aug Average, Bahamas, The, BHS
27.1438, 1937, Sep Average, Bahamas, The, BHS
25.5326, 1937, Oct Average, Bahamas, The, BHS
22.9678, 1937, Nov Average, Bahamas, The, BHS
21.17, 1937, Dec Average, Bahamas, The, BHS
21.4799, 1938, Jan Average, Bahamas, The, BHS
22.4338, 1938, Feb Average, Bahamas, The, BHS
23.0468, 1938, Mar Average, Bahamas, The, BHS
23.6167, 1938, Apr Average, Bahamas, The, BHS
25.5362, 1938, May Average, Bahamas, The, BHS
26.5708, 1938, Jun Average, Bahamas, The, BHS
26.7826, 1938, Jul Average, Bahamas, The, BHS
27.4283, 1938, Aug Average, Bahamas, The, BHS
27.2164, 1938, Sep Average, Bahamas, The, BHS
25.1412, 1938, Oct Average, Bahamas, The, BHS
24.183, 1938, Nov Average, Bahamas, The, BHS
21.3322, 1938, Dec Average, Bahamas, The, BHS
21.6276, 1939, Jan Average, Bahamas, The, BHS
23.2224, 1939, Feb Average, Bahamas, The, BHS
23.281, 1939, Mar Average, Bahamas, The, BHS
24.3127, 1939, Apr Average, Bahamas, The, BHS
25.1462, 1939, May Average, Bahamas, The, BHS
26.6895, 1939, Jun Average, Bahamas, The, BHS
27.4006, 1939, Jul Average, Bahamas, The, BHS
27.4468, 1939, Aug Average, Bahamas, The, BHS
27.54, 1939, Sep Average, Bahamas, The, BHS
26.8139, 1939, Oct Average, Bahamas, The, BHS
22.9987, 1939, Nov Average, Bahamas, The, BHS
21.0778, 1939, Dec Average, Bahamas, The, BHS
18.4264, 1940, Jan Average, Bahamas, The, BHS
19.6944, 1940, Feb Average, Bahamas, The, BHS
21.473, 1940, Mar Average, Bahamas, The, BHS
22.9597, 1940, Apr Average, Bahamas, The, BHS
24.4389, 1940, May Average, Bahamas, The, BHS
27.2598, 1940, Jun Average, Bahamas, The, BHS
28.1119, 1940, Jul Average, Bahamas, The, BHS
27.7161, 1940, Aug Average, Bahamas, The, BHS
26.7692, 1940, Sep Average, Bahamas, The, BHS
24.567, 1940, Oct Average, Bahamas, The, BHS
23.2492, 1940, Nov Average, Bahamas, The, BHS
23.0083, 1940, Dec Average, Bahamas, The, BHS
20.7558, 1941, Jan Average, Bahamas, The, BHS
19.6457, 1941, Feb Average, Bahamas, The, BHS
20.5475, 1941, Mar Average, Bahamas, The, BHS
23.098, 1941, Apr Average, Bahamas, The, BHS
24.415, 1941, May Average, Bahamas, The, BHS
27.2908, 1941, Jun Average, Bahamas, The, BHS
27.7066, 1941, Jul Average, Bahamas, The, BHS
28.3058, 1941, Aug Average, Bahamas, The, BHS
27.6387, 1941, Sep Average, Bahamas, The, BHS
26.916, 1941, Oct Average, Bahamas, The, BHS
24.4154, 1941, Nov Average, Bahamas, The, BHS
23.5722, 1941, Dec Average, Bahamas, The, BHS
20.5641, 1942, Jan Average, Bahamas, The, BHS
19.4079, 1942, Feb Average, Bahamas, The, BHS
21.9739, 1942, Mar Average, Bahamas, The, BHS
23.0003, 1942, Apr Average, Bahamas, The, BHS
25.0946, 1942, May Average, Bahamas, The, BHS
27.0879, 1942, Jun Average, Bahamas, The, BHS
28.3741, 1942, Jul Average, Bahamas, The, BHS
27.7836, 1942, Aug Average, Bahamas, The, BHS
27.7012, 1942, Sep Average, Bahamas, The, BHS
25.7917, 1942, Oct Average, Bahamas, The, BHS
23.8499, 1942, Nov Average, Bahamas, The, BHS
22.8501, 1942, Dec Average, Bahamas, The, BHS
22.0585, 1943, Jan Average, Bahamas, The, BHS
20.017, 1943, Feb Average, Bahamas, The, BHS
22.3592, 1943, Mar Average, Bahamas, The, BHS
23.0596, 1943, Apr Average, Bahamas, The, BHS
25.5144, 1943, May Average, Bahamas, The, BHS
26.7637, 1943, Jun Average, Bahamas, The, BHS
27.1853, 1943, Jul Average, Bahamas, The, BHS
27.5539, 1943, Aug Average, Bahamas, The, BHS
27.3193, 1943, Sep Average, Bahamas, The, BHS
25.007, 1943, Oct Average, Bahamas, The, BHS
23.1998, 1943, Nov Average, Bahamas, The, BHS
21.0241, 1943, Dec Average, Bahamas, The, BHS
20.1515, 1944, Jan Average, Bahamas, The, BHS
22.2332, 1944, Feb Average, Bahamas, The, BHS
23.591, 1944, Mar Average, Bahamas, The, BHS
24.7183, 1944, Apr Average, Bahamas, The, BHS
24.6177, 1944, May Average, Bahamas, The, BHS
