Temperature - (Celsius), Year, Statistics, Country, ISO3
10.6352, 1916, May Average, Korea, Democratic People's Republic of, PRK
16.5107, 1916, Jun Average, Korea, Democratic People's Republic of, PRK
20.2946, 1916, Jul Average, Korea, Democratic People's Republic of, PRK
21.359, 1916, Aug Average, Korea, Democratic People's Republic of, PRK
13.972, 1916, Sep Average, Korea, Democratic People's Republic of, PRK
7.42704, 1916, Oct Average, Korea, Democratic People's Republic of, PRK
-0.6088, 1916, Nov Average, Korea, Democratic People's Republic of, PRK
-10.638, 1916, Dec Average, Korea, Democratic People's Republic of, PRK
-16.569, 1917, Jan Average, Korea, Democratic People's Republic of, PRK
-10.793, 1917, Feb Average, Korea, Democratic People's Republic of, PRK
-3.3353, 1917, Mar Average, Korea, Democratic People's Republic of, PRK
5.33427, 1917, Apr Average, Korea, Democratic People's Republic of, PRK
9.99955, 1917, May Average, Korea, Democratic People's Republic of, PRK
18.0055, 1917, Jun Average, Korea, Democratic People's Republic of, PRK
21.6301, 1917, Jul Average, Korea, Democratic People's Republic of, PRK
20.9287, 1917, Aug Average, Korea, Democratic People's Republic of, PRK
14.5951, 1917, Sep Average, Korea, Democratic People's Republic of, PRK
7.63117, 1917, Oct Average, Korea, Democratic People's Republic of, PRK
-3.6945, 1917, Nov Average, Korea, Democratic People's Republic of, PRK
-13.542, 1917, Dec Average, Korea, Democratic People's Republic of, PRK
-14.781, 1918, Jan Average, Korea, Democratic People's Republic of, PRK
-8.3531, 1918, Feb Average, Korea, Democratic People's Republic of, PRK
-1.7593, 1918, Mar Average, Korea, Democratic People's Republic of, PRK
5.73987, 1918, Apr Average, Korea, Democratic People's Republic of, PRK
10.6269, 1918, May Average, Korea, Democratic People's Republic of, PRK
16.0724, 1918, Jun Average, Korea, Democratic People's Republic of, PRK
19.7831, 1918, Jul Average, Korea, Democratic People's Republic of, PRK
20.3195, 1918, Aug Average, Korea, Democratic People's Republic of, PRK
14.1369, 1918, Sep Average, Korea, Democratic People's Republic of, PRK
7.51178, 1918, Oct Average, Korea, Democratic People's Republic of, PRK
-2.3816, 1918, Nov Average, Korea, Democratic People's Republic of, PRK
-10.796, 1918, Dec Average, Korea, Democratic People's Republic of, PRK
-15.083, 1919, Jan Average, Korea, Democratic People's Republic of, PRK
-8.7406, 1919, Feb Average, Korea, Democratic People's Republic of, PRK
-1.9344, 1919, Mar Average, Korea, Democratic People's Republic of, PRK
4.85114, 1919, Apr Average, Korea, Democratic People's Republic of, PRK
10.9302, 1919, May Average, Korea, Democratic People's Republic of, PRK
16.6846, 1919, Jun Average, Korea, Democratic People's Republic of, PRK
21.9174, 1919, Jul Average, Korea, Democratic People's Republic of, PRK
21.3153, 1919, Aug Average, Korea, Democratic People's Republic of, PRK
14.3783, 1919, Sep Average, Korea, Democratic People's Republic of, PRK
7.5918, 1919, Oct Average, Korea, Democratic People's Republic of, PRK
-1.1863, 1919, Nov Average, Korea, Democratic People's Republic of, PRK
-10.73, 1919, Dec Average, Korea, Democratic People's Republic of, PRK
-12.859, 1920, Jan Average, Korea, Democratic People's Republic of, PRK
-12.639, 1920, Feb Average, Korea, Democratic People's Republic of, PRK
-1.294, 1920, Mar Average, Korea, Democratic People's Republic of, PRK
6.23676, 1920, Apr Average, Korea, Democratic People's Republic of, PRK
13.1739, 1920, May Average, Korea, Democratic People's Republic of, PRK
17.0712, 1920, Jun Average, Korea, Democratic People's Republic of, PRK
22.0542, 1920, Jul Average, Korea, Democratic People's Republic of, PRK
20.7339, 1920, Aug Average, Korea, Democratic People's Republic of, PRK
14.3699, 1920, Sep Average, Korea, Democratic People's Republic of, PRK
8.69842, 1920, Oct Average, Korea, Democratic People's Republic of, PRK
-0.2289, 1920, Nov Average, Korea, Democratic People's Republic of, PRK
-9.8444, 1920, Dec Average, Korea, Democratic People's Republic of, PRK
-11.056, 1921, Jan Average, Korea, Democratic People's Republic of, PRK
-9.0509, 1921, Feb Average, Korea, Democratic People's Republic of, PRK
-3.6643, 1921, Mar Average, Korea, Democratic People's Republic of, PRK
5.44119, 1921, Apr Average, Korea, Democratic People's Republic of, PRK
11.5638, 1921, May Average, Korea, Democratic People's Republic of, PRK
16.5048, 1921, Jun Average, Korea, Democratic People's Republic of, PRK
20.3538, 1921, Jul Average, Korea, Democratic People's Republic of, PRK
21.0697, 1921, Aug Average, Korea, Democratic People's Republic of, PRK
14.2145, 1921, Sep Average, Korea, Democratic People's Republic of, PRK
6.77427, 1921, Oct Average, Korea, Democratic People's Republic of, PRK
-3.2551, 1921, Nov Average, Korea, Democratic People's Republic of, PRK
-9.391, 1921, Dec Average, Korea, Democratic People's Republic of, PRK
-17.225, 1922, Jan Average, Korea, Democratic People's Republic of, PRK
-6.9059, 1922, Feb Average, Korea, Democratic People's Republic of, PRK
-3.4931, 1922, Mar Average, Korea, Democratic People's Republic of, PRK
7.01346, 1922, Apr Average, Korea, Democratic People's Republic of, PRK
11.0687, 1922, May Average, Korea, Democratic People's Republic of, PRK
17.5846, 1922, Jun Average, Korea, Democratic People's Republic of, PRK
20.606, 1922, Jul Average, Korea, Democratic People's Republic of, PRK
20.9562, 1922, Aug Average, Korea, Democratic People's Republic of, PRK
14.4567, 1922, Sep Average, Korea, Democratic People's Republic of, PRK
8.5582, 1922, Oct Average, Korea, Democratic People's Republic of, PRK
-4.2796, 1922, Nov Average, Korea, Democratic People's Republic of, PRK
-10.532, 1922, Dec Average, Korea, Democratic People's Republic of, PRK
-14.078, 1923, Jan Average, Korea, Democratic People's Republic of, PRK
-10.48, 1923, Feb Average, Korea, Democratic People's Republic of, PRK
-1.6369, 1923, Mar Average, Korea, Democratic People's Republic of, PRK
4.25497, 1923, Apr Average, Korea, Democratic People's Republic of, PRK
11.8256, 1923, May Average, Korea, Democratic People's Republic of, PRK
16.1267, 1923, Jun Average, Korea, Democratic People's Republic of, PRK
20.1219, 1923, Jul Average, Korea, Democratic People's Republic of, PRK
21.3362, 1923, Aug Average, Korea, Democratic People's Republic of, PRK
13.7373, 1923, Sep Average, Korea, Democratic People's Republic of, PRK
6.94792, 1923, Oct Average, Korea, Democratic People's Republic of, PRK
-2.3581, 1923, Nov Average, Korea, Democratic People's Republic of, PRK
-10.24, 1923, Dec Average, Korea, Democratic People's Republic of, PRK
-12.277, 1924, Jan Average, Korea, Democratic People's Republic of, PRK
-11.099, 1924, Feb Average, Korea, Democratic People's Republic of, PRK
-5.2585, 1924, Mar Average, Korea, Democratic People's Republic of, PRK
5.41424, 1924, Apr Average, Korea, Democratic People's Republic of, PRK
11.5297, 1924, May Average, Korea, Democratic People's Republic of, PRK
17.3082, 1924, Jun Average, Korea, Democratic People's Republic of, PRK
21.9907, 1924, Jul Average, Korea, Democratic People's Republic of, PRK
21.7788, 1924, Aug Average, Korea, Democratic People's Republic of, PRK
14.8709, 1924, Sep Average, Korea, Democratic People's Republic of, PRK
6.66856, 1924, Oct Average, Korea, Democratic People's Republic of, PRK
-2.9915, 1924, Nov Average, Korea, Democratic People's Republic of, PRK
-10.046, 1924, Dec Average, Korea, Democratic People's Republic of, PRK
-13.166, 1925, Jan Average, Korea, Democratic People's Republic of, PRK
-10.873, 1925, Feb Average, Korea, Democratic People's Republic of, PRK
-4.5518, 1925, Mar Average, Korea, Democratic People's Republic of, PRK
5.61896, 1925, Apr Average, Korea, Democratic People's Republic of, PRK
11.5706, 1925, May Average, Korea, Democratic People's Republic of, PRK
17.3277, 1925, Jun Average, Korea, Democratic People's Republic of, PRK
20.2569, 1925, Jul Average, Korea, Democratic People's Republic of, PRK
20.4617, 1925, Aug Average, Korea, Democratic People's Republic of, PRK
14.8462, 1925, Sep Average, Korea, Democratic People's Republic of, PRK
7.81736, 1925, Oct Average, Korea, Democratic People's Republic of, PRK
0.50782, 1925, Nov Average, Korea, Democratic People's Republic of, PRK
-10.324, 1925, Dec Average, Korea, Democratic People's Republic of, PRK
-12.999, 1926, Jan Average, Korea, Democratic People's Republic of, PRK
-9.2409, 1926, Feb Average, Korea, Democratic People's Republic of, PRK
-2.92, 1926, Mar Average, Korea, Democratic People's Republic of, PRK
4.47519, 1926, Apr Average, Korea, Democratic People's Republic of, PRK
12.7634, 1926, May Average, Korea, Democratic People's Republic of, PRK
16.9323, 1926, Jun Average, Korea, Democratic People's Republic of, PRK
20.7716, 1926, Jul Average, Korea, Democratic People's Republic of, PRK
20.928, 1926, Aug Average, Korea, Democratic People's Republic of, PRK
15.1929, 1926, Sep Average, Korea, Democratic People's Republic of, PRK
5.36522, 1926, Oct Average, Korea, Democratic People's Republic of, PRK
-0.7075, 1926, Nov Average, Korea, Democratic People's Republic of, PRK
-12.576, 1926, Dec Average, Korea, Democratic People's Republic of, PRK
-12.825, 1927, Jan Average, Korea, Democratic People's Republic of, PRK
-10.731, 1927, Feb Average, Korea, Democratic People's Republic of, PRK
-3.4958, 1927, Mar Average, Korea, Democratic People's Republic of, PRK
6.52579, 1927, Apr Average, Korea, Democratic People's Republic of, PRK
9.9471, 1927, May Average, Korea, Democratic People's Republic of, PRK
16.9359, 1927, Jun Average, Korea, Democratic People's Republic of, PRK
21.608, 1927, Jul Average, Korea, Democratic People's Republic of, PRK
20.3211, 1927, Aug Average, Korea, Democratic People's Republic of, PRK
14.6621, 1927, Sep Average, Korea, Democratic People's Republic of, PRK
7.55852, 1927, Oct Average, Korea, Democratic People's Republic of, PRK
0.2479, 1927, Nov Average, Korea, Democratic People's Republic of, PRK
-10.805, 1927, Dec Average, Korea, Democratic People's Republic of, PRK
-13.801, 1928, Jan Average, Korea, Democratic People's Republic of, PRK
-10.642, 1928, Feb Average, Korea, Democratic People's Republic of, PRK
-2.434, 1928, Mar Average, Korea, Democratic People's Republic of, PRK
6.67902, 1928, Apr Average, Korea, Democratic People's Republic of, PRK
11.7734, 1928, May Average, Korea, Democratic People's Republic of, PRK
16.6364, 1928, Jun Average, Korea, Democratic People's Republic of, PRK
20.6869, 1928, Jul Average, Korea, Democratic People's Republic of, PRK
20.8014, 1928, Aug Average, Korea, Democratic People's Republic of, PRK
14.9184, 1928, Sep Average, Korea, Democratic People's Republic of, PRK
6.63839, 1928, Oct Average, Korea, Democratic People's Republic of, PRK
-1.9306, 1928, Nov Average, Korea, Democratic People's Republic of, PRK
-11.034, 1928, Dec Average, Korea, Democratic People's Republic of, PRK
-14.007, 1929, Jan Average, Korea, Democratic People's Republic of, PRK
-11.207, 1929, Feb Average, Korea, Democratic People's Republic of, PRK
-2.6578, 1929, Mar Average, Korea, Democratic People's Republic of, PRK
4.94527, 1929, Apr Average, Korea, Democratic People's Republic of, PRK
11.418, 1929, May Average, Korea, Democratic People's Republic of, PRK
17.9163, 1929, Jun Average, Korea, Democratic People's Republic of, PRK
21.6455, 1929, Jul Average, Korea, Democratic People's Republic of, PRK
21.1911, 1929, Aug Average, Korea, Democratic People's Republic of, PRK
13.6428, 1929, Sep Average, Korea, Democratic People's Republic of, PRK
7.19416, 1929, Oct Average, Korea, Democratic People's Republic of, PRK
-1.339, 1929, Nov Average, Korea, Democratic People's Republic of, PRK
-9.187, 1929, Dec Average, Korea, Democratic People's Republic of, PRK
-13.597, 1930, Jan Average, Korea, Democratic People's Republic of, PRK
-8.076, 1930, Feb Average, Korea, Democratic People's Republic of, PRK
-0.5829, 1930, Mar Average, Korea, Democratic People's Republic of, PRK
6.67706, 1930, Apr Average, Korea, Democratic People's Republic of, PRK
12.361, 1930, May Average, Korea, Democratic People's Republic of, PRK
16.9663, 1930, Jun Average, Korea, Democratic People's Republic of, PRK
21.5879, 1930, Jul Average, Korea, Democratic People's Republic of, PRK
21.2275, 1930, Aug Average, Korea, Democratic People's Republic of, PRK
14.3904, 1930, Sep Average, Korea, Democratic People's Republic of, PRK
8.12842, 1930, Oct Average, Korea, Democratic People's Republic of, PRK
-4.091, 1930, Nov Average, Korea, Democratic People's Republic of, PRK
-9.7529, 1930, Dec Average, Korea, Democratic People's Republic of, PRK
-13.581, 1931, Jan Average, Korea, Democratic People's Republic of, PRK
-12.307, 1931, Feb Average, Korea, Democratic People's Republic of, PRK
-2.0398, 1931, Mar Average, Korea, Democratic People's Republic of, PRK
3.77592, 1931, Apr Average, Korea, Democratic People's Republic of, PRK
11.1341, 1931, May Average, Korea, Democratic People's Republic of, PRK
16.0667, 1931, Jun Average, Korea, Democratic People's Republic of, PRK
18.451, 1931, Jul Average, Korea, Democratic People's Republic of, PRK
20.575, 1931, Aug Average, Korea, Democratic People's Republic of, PRK
14.5004, 1931, Sep Average, Korea, Democratic People's Republic of, PRK
6.75028, 1931, Oct Average, Korea, Democratic People's Republic of, PRK
0.33895, 1931, Nov Average, Korea, Democratic People's Republic of, PRK
-9.562, 1931, Dec Average, Korea, Democratic People's Republic of, PRK
-8.7681, 1932, Jan Average, Korea, Democratic People's Republic of, PRK
-10.74, 1932, Feb Average, Korea, Democratic People's Republic of, PRK
-3.9864, 1932, Mar Average, Korea, Democratic People's Republic of, PRK
4.9301, 1932, Apr Average, Korea, Democratic People's Republic of, PRK
11.6382, 1932, May Average, Korea, Democratic People's Republic of, PRK
16.7998, 1932, Jun Average, Korea, Democratic People's Republic of, PRK
21.1942, 1932, Jul Average, Korea, Democratic People's Republic of, PRK
20.3115, 1932, Aug Average, Korea, Democratic People's Republic of, PRK
14.7669, 1932, Sep Average, Korea, Democratic People's Republic of, PRK
7.15991, 1932, Oct Average, Korea, Democratic People's Republic of, PRK
-0.8511, 1932, Nov Average, Korea, Democratic People's Republic of, PRK
-7.8566, 1932, Dec Average, Korea, Democratic People's Republic of, PRK
-15.049, 1933, Jan Average, Korea, Democratic People's Republic of, PRK
-12.112, 1933, Feb Average, Korea, Democratic People's Republic of, PRK
-5.6569, 1933, Mar Average, Korea, Democratic People's Republic of, PRK
5.40515, 1933, Apr Average, Korea, Democratic People's Republic of, PRK
12.4949, 1933, May Average, Korea, Democratic People's Republic of, PRK
17.1052, 1933, Jun Average, Korea, Democratic People's Republic of, PRK
21.9569, 1933, Jul Average, Korea, Democratic People's Republic of, PRK
20.201, 1933, Aug Average, Korea, Democratic People's Republic of, PRK
14.9391, 1933, Sep Average, Korea, Democratic People's Republic of, PRK
7.54274, 1933, Oct Average, Korea, Democratic People's Republic of, PRK
-1.4493, 1933, Nov Average, Korea, Democratic People's Republic of, PRK
-8.6755, 1933, Dec Average, Korea, Democratic People's Republic of, PRK
-16.319, 1934, Jan Average, Korea, Democratic People's Republic of, PRK
-9.032, 1934, Feb Average, Korea, Democratic People's Republic of, PRK
-4.4258, 1934, Mar Average, Korea, Democratic People's Republic of, PRK
4.56586, 1934, Apr Average, Korea, Democratic People's Republic of, PRK
12.9409, 1934, May Average, Korea, Democratic People's Republic of, PRK
16.6555, 1934, Jun Average, Korea, Democratic People's Republic of, PRK
19.9596, 1934, Jul Average, Korea, Democratic People's Republic of, PRK
19.9881, 1934, Aug Average, Korea, Democratic People's Republic of, PRK
14.1334, 1934, Sep Average, Korea, Democratic People's Republic of, PRK
6.52212, 1934, Oct Average, Korea, Democratic People's Republic of, PRK
-1.4324, 1934, Nov Average, Korea, Democratic People's Republic of, PRK
-6.954, 1934, Dec Average, Korea, Democratic People's Republic of, PRK
-11.548, 1935, Jan Average, Korea, Democratic People's Republic of, PRK
-6.7177, 1935, Feb Average, Korea, Democratic People's Republic of, PRK
