Rainfall - (MM), Year, Statistics, Country, ISO3
144.095, 1921, Aug Average, Korea, Democratic People's Republic of, PRK
110.422, 1921, Sep Average, Korea, Democratic People's Republic of, PRK
55.7855, 1921, Oct Average, Korea, Democratic People's Republic of, PRK
26.9869, 1921, Nov Average, Korea, Democratic People's Republic of, PRK
15.6777, 1921, Dec Average, Korea, Democratic People's Republic of, PRK
15.0994, 1922, Jan Average, Korea, Democratic People's Republic of, PRK
28.7628, 1922, Feb Average, Korea, Democratic People's Republic of, PRK
26.42, 1922, Mar Average, Korea, Democratic People's Republic of, PRK
43.6133, 1922, Apr Average, Korea, Democratic People's Republic of, PRK
91.9844, 1922, May Average, Korea, Democratic People's Republic of, PRK
132.047, 1922, Jun Average, Korea, Democratic People's Republic of, PRK
320.187, 1922, Jul Average, Korea, Democratic People's Republic of, PRK
309.664, 1922, Aug Average, Korea, Democratic People's Republic of, PRK
236.743, 1922, Sep Average, Korea, Democratic People's Republic of, PRK
45.6676, 1922, Oct Average, Korea, Democratic People's Republic of, PRK
39.1663, 1922, Nov Average, Korea, Democratic People's Republic of, PRK
4.48011, 1922, Dec Average, Korea, Democratic People's Republic of, PRK
14.4973, 1923, Jan Average, Korea, Democratic People's Republic of, PRK
6.14818, 1923, Feb Average, Korea, Democratic People's Republic of, PRK
72.4538, 1923, Mar Average, Korea, Democratic People's Republic of, PRK
99.3363, 1923, Apr Average, Korea, Democratic People's Republic of, PRK
70.3066, 1923, May Average, Korea, Democratic People's Republic of, PRK
103.193, 1923, Jun Average, Korea, Democratic People's Republic of, PRK
254.394, 1923, Jul Average, Korea, Democratic People's Republic of, PRK
275.759, 1923, Aug Average, Korea, Democratic People's Republic of, PRK
65.7366, 1923, Sep Average, Korea, Democratic People's Republic of, PRK
73.6489, 1923, Oct Average, Korea, Democratic People's Republic of, PRK
39.1627, 1923, Nov Average, Korea, Democratic People's Republic of, PRK
15.9362, 1923, Dec Average, Korea, Democratic People's Republic of, PRK
9.39484, 1924, Jan Average, Korea, Democratic People's Republic of, PRK
37.4822, 1924, Feb Average, Korea, Democratic People's Republic of, PRK
18.4886, 1924, Mar Average, Korea, Democratic People's Republic of, PRK
55.3392, 1924, Apr Average, Korea, Democratic People's Republic of, PRK
83.7387, 1924, May Average, Korea, Democratic People's Republic of, PRK
108.187, 1924, Jun Average, Korea, Democratic People's Republic of, PRK
258.158, 1924, Jul Average, Korea, Democratic People's Republic of, PRK
70.7249, 1924, Aug Average, Korea, Democratic People's Republic of, PRK
50.18, 1924, Sep Average, Korea, Democratic People's Republic of, PRK
48.0184, 1924, Oct Average, Korea, Democratic People's Republic of, PRK
32.6465, 1924, Nov Average, Korea, Democratic People's Republic of, PRK
9.98758, 1924, Dec Average, Korea, Democratic People's Republic of, PRK
7.23409, 1925, Jan Average, Korea, Democratic People's Republic of, PRK
14.4232, 1925, Feb Average, Korea, Democratic People's Republic of, PRK
50.7664, 1925, Mar Average, Korea, Democratic People's Republic of, PRK
38.4383, 1925, Apr Average, Korea, Democratic People's Republic of, PRK
155.56, 1925, May Average, Korea, Democratic People's Republic of, PRK
83.8974, 1925, Jun Average, Korea, Democratic People's Republic of, PRK
231.768, 1925, Jul Average, Korea, Democratic People's Republic of, PRK
385.223, 1925, Aug Average, Korea, Democratic People's Republic of, PRK
129.38, 1925, Sep Average, Korea, Democratic People's Republic of, PRK
33.8249, 1925, Oct Average, Korea, Democratic People's Republic of, PRK
23.0721, 1925, Nov Average, Korea, Democratic People's Republic of, PRK
24.3518, 1925, Dec Average, Korea, Democratic People's Republic of, PRK
14.1632, 1926, Jan Average, Korea, Democratic People's Republic of, PRK
8.26888, 1926, Feb Average, Korea, Democratic People's Republic of, PRK
13.7393, 1926, Mar Average, Korea, Democratic People's Republic of, PRK
23.9179, 1926, Apr Average, Korea, Democratic People's Republic of, PRK
84.0129, 1926, May Average, Korea, Democratic People's Republic of, PRK
50.1633, 1926, Jun Average, Korea, Democratic People's Republic of, PRK
291.642, 1926, Jul Average, Korea, Democratic People's Republic of, PRK
349.338, 1926, Aug Average, Korea, Democratic People's Republic of, PRK
131.788, 1926, Sep Average, Korea, Democratic People's Republic of, PRK
98.419, 1926, Oct Average, Korea, Democratic People's Republic of, PRK
20.6906, 1926, Nov Average, Korea, Democratic People's Republic of, PRK
15.7257, 1926, Dec Average, Korea, Democratic People's Republic of, PRK
22.6819, 1927, Jan Average, Korea, Democratic People's Republic of, PRK
4.72024, 1927, Feb Average, Korea, Democratic People's Republic of, PRK
55.186, 1927, Mar Average, Korea, Democratic People's Republic of, PRK
59.2331, 1927, Apr Average, Korea, Democratic People's Republic of, PRK
150.065, 1927, May Average, Korea, Democratic People's Republic of, PRK
106.681, 1927, Jun Average, Korea, Democratic People's Republic of, PRK
323.937, 1927, Jul Average, Korea, Democratic People's Republic of, PRK
221.602, 1927, Aug Average, Korea, Democratic People's Republic of, PRK
68.8421, 1927, Sep Average, Korea, Democratic People's Republic of, PRK
87.7106, 1927, Oct Average, Korea, Democratic People's Republic of, PRK
26.6582, 1927, Nov Average, Korea, Democratic People's Republic of, PRK
25.758, 1927, Dec Average, Korea, Democratic People's Republic of, PRK
37.9048, 1928, Jan Average, Korea, Democratic People's Republic of, PRK
13.1986, 1928, Feb Average, Korea, Democratic People's Republic of, PRK
24.1917, 1928, Mar Average, Korea, Democratic People's Republic of, PRK
16.8673, 1928, Apr Average, Korea, Democratic People's Republic of, PRK
95.4902, 1928, May Average, Korea, Democratic People's Republic of, PRK
107.08, 1928, Jun Average, Korea, Democratic People's Republic of, PRK
230.711, 1928, Jul Average, Korea, Democratic People's Republic of, PRK
266.805, 1928, Aug Average, Korea, Democratic People's Republic of, PRK
208.712, 1928, Sep Average, Korea, Democratic People's Republic of, PRK
53.3075, 1928, Oct Average, Korea, Democratic People's Republic of, PRK
57.542, 1928, Nov Average, Korea, Democratic People's Republic of, PRK
12.9735, 1928, Dec Average, Korea, Democratic People's Republic of, PRK
14.9636, 1929, Jan Average, Korea, Democratic People's Republic of, PRK
11.1706, 1929, Feb Average, Korea, Democratic People's Republic of, PRK
10.6049, 1929, Mar Average, Korea, Democratic People's Republic of, PRK
43.1809, 1929, Apr Average, Korea, Democratic People's Republic of, PRK
74.0669, 1929, May Average, Korea, Democratic People's Republic of, PRK
150.53, 1929, Jun Average, Korea, Democratic People's Republic of, PRK
275.012, 1929, Jul Average, Korea, Democratic People's Republic of, PRK
197.253, 1929, Aug Average, Korea, Democratic People's Republic of, PRK
70.3472, 1929, Sep Average, Korea, Democratic People's Republic of, PRK
53.0603, 1929, Oct Average, Korea, Democratic People's Republic of, PRK
19.7154, 1929, Nov Average, Korea, Democratic People's Republic of, PRK
30.0154, 1929, Dec Average, Korea, Democratic People's Republic of, PRK
5.75099, 1930, Jan Average, Korea, Democratic People's Republic of, PRK
22.3787, 1930, Feb Average, Korea, Democratic People's Republic of, PRK
60.8799, 1930, Mar Average, Korea, Democratic People's Republic of, PRK
49.9034, 1930, Apr Average, Korea, Democratic People's Republic of, PRK
59.1404, 1930, May Average, Korea, Democratic People's Republic of, PRK
103.783, 1930, Jun Average, Korea, Democratic People's Republic of, PRK
352.256, 1930, Jul Average, Korea, Democratic People's Republic of, PRK
207.148, 1930, Aug Average, Korea, Democratic People's Republic of, PRK
47.3675, 1930, Sep Average, Korea, Democratic People's Republic of, PRK
90.9629, 1930, Oct Average, Korea, Democratic People's Republic of, PRK
50.078, 1930, Nov Average, Korea, Democratic People's Republic of, PRK
5.95464, 1930, Dec Average, Korea, Democratic People's Republic of, PRK
19.0682, 1931, Jan Average, Korea, Democratic People's Republic of, PRK
12.9972, 1931, Feb Average, Korea, Democratic People's Republic of, PRK
22.6455, 1931, Mar Average, Korea, Democratic People's Republic of, PRK
70.8375, 1931, Apr Average, Korea, Democratic People's Republic of, PRK
132.829, 1931, May Average, Korea, Democratic People's Republic of, PRK
167.898, 1931, Jun Average, Korea, Democratic People's Republic of, PRK
136.945, 1931, Jul Average, Korea, Democratic People's Republic of, PRK
377.719, 1931, Aug Average, Korea, Democratic People's Republic of, PRK
123.736, 1931, Sep Average, Korea, Democratic People's Republic of, PRK
31.8231, 1931, Oct Average, Korea, Democratic People's Republic of, PRK
24.8075, 1931, Nov Average, Korea, Democratic People's Republic of, PRK
19.9755, 1931, Dec Average, Korea, Democratic People's Republic of, PRK
7.67394, 1932, Jan Average, Korea, Democratic People's Republic of, PRK
27.9046, 1932, Feb Average, Korea, Democratic People's Republic of, PRK
26.6132, 1932, Mar Average, Korea, Democratic People's Republic of, PRK
41.2378, 1932, Apr Average, Korea, Democratic People's Republic of, PRK
93.2745, 1932, May Average, Korea, Democratic People's Republic of, PRK
88.5813, 1932, Jun Average, Korea, Democratic People's Republic of, PRK
213.836, 1932, Jul Average, Korea, Democratic People's Republic of, PRK
266.622, 1932, Aug Average, Korea, Democratic People's Republic of, PRK
53.5059, 1932, Sep Average, Korea, Democratic People's Republic of, PRK
70.4695, 1932, Oct Average, Korea, Democratic People's Republic of, PRK
27.7175, 1932, Nov Average, Korea, Democratic People's Republic of, PRK
14.7876, 1932, Dec Average, Korea, Democratic People's Republic of, PRK
11.8074, 1933, Jan Average, Korea, Democratic People's Republic of, PRK
17.4138, 1933, Feb Average, Korea, Democratic People's Republic of, PRK
19.7337, 1933, Mar Average, Korea, Democratic People's Republic of, PRK
36.9636, 1933, Apr Average, Korea, Democratic People's Republic of, PRK
144.769, 1933, May Average, Korea, Democratic People's Republic of, PRK
174.224, 1933, Jun Average, Korea, Democratic People's Republic of, PRK
233.031, 1933, Jul Average, Korea, Democratic People's Republic of, PRK
274.245, 1933, Aug Average, Korea, Democratic People's Republic of, PRK
107.76, 1933, Sep Average, Korea, Democratic People's Republic of, PRK
55.7833, 1933, Oct Average, Korea, Democratic People's Republic of, PRK
27.7962, 1933, Nov Average, Korea, Democratic People's Republic of, PRK
19.1888, 1933, Dec Average, Korea, Democratic People's Republic of, PRK
3.40465, 1934, Jan Average, Korea, Democratic People's Republic of, PRK
11.0984, 1934, Feb Average, Korea, Democratic People's Republic of, PRK
38.5789, 1934, Mar Average, Korea, Democratic People's Republic of, PRK
48.6069, 1934, Apr Average, Korea, Democratic People's Republic of, PRK
107.14, 1934, May Average, Korea, Democratic People's Republic of, PRK
224.424, 1934, Jun Average, Korea, Democratic People's Republic of, PRK
346.034, 1934, Jul Average, Korea, Democratic People's Republic of, PRK
248.725, 1934, Aug Average, Korea, Democratic People's Republic of, PRK
160.029, 1934, Sep Average, Korea, Democratic People's Republic of, PRK
31.202, 1934, Oct Average, Korea, Democratic People's Republic of, PRK
40.4737, 1934, Nov Average, Korea, Democratic People's Republic of, PRK
14.7074, 1934, Dec Average, Korea, Democratic People's Republic of, PRK
9.94841, 1935, Jan Average, Korea, Democratic People's Republic of, PRK
6.62189, 1935, Feb Average, Korea, Democratic People's Republic of, PRK
18.46, 1935, Mar Average, Korea, Democratic People's Republic of, PRK
39.8244, 1935, Apr Average, Korea, Democratic People's Republic of, PRK
87.0376, 1935, May Average, Korea, Democratic People's Republic of, PRK
244.694, 1935, Jun Average, Korea, Democratic People's Republic of, PRK
293.892, 1935, Jul Average, Korea, Democratic People's Republic of, PRK
110.243, 1935, Aug Average, Korea, Democratic People's Republic of, PRK
